genome_id,source
GCF_030462505.1,ncbi
GCF_030461705.1,ncbi
GCF_030459555.1,ncbi
GCF_030457925.1,ncbi
GCF_030459005.1,ncbi
GCF_030461965.1,ncbi
GCF_030454815.1,ncbi
GCF_013393575.1,ncbi
GCF_030456645.1,ncbi
GCF_030530965.1,ncbi
GCF_943913935.1,ncbi
GCF_030458885.1,ncbi
GCF_012838985.1,ncbi
GCF_030535495.1,ncbi
GCF_030457245.1,ncbi
GCF_030457995.1,ncbi
GCF_030460145.1,ncbi
GCF_030453255.1,ncbi
GCF_030453245.1,ncbi
GCF_012837295.1,ncbi
GCF_018366175.1,ncbi
GCF_030456575.1,ncbi
GCF_018373025.1,ncbi
GCF_943908535.1,ncbi
GCF_916719995.1,ncbi
GCF_938017945.1,ncbi
GCF_020742415.1,ncbi
GCF_943912895.1,ncbi
GCF_003530675.1,ncbi
GCF_030462145.1,ncbi
GCF_002454915.1,ncbi
GCF_030457825.1,ncbi
GCF_030461825.1,ncbi
GCF_030451855.1,ncbi
GCF_030452675.1,ncbi
GCF_030457585.1,ncbi
GCF_030457185.1,ncbi
GCF_030457345.1,ncbi
GCF_030457965.1,ncbi
GCF_030457405.1,ncbi
GCF_030461545.1,ncbi
GCF_030457115.1,ncbi
GCF_030460165.1,ncbi
GCF_030461425.1,ncbi
GCF_030453225.1,ncbi
GCF_030452585.1,ncbi
GCF_030459575.1,ncbi
GCF_030452425.1,ncbi
GCF_030459375.1,ncbi
GCF_030453105.1,ncbi
GCF_030460015.1,ncbi
GCF_030451985.1,ncbi
GCF_030458305.1,ncbi
GCF_030452105.1,ncbi
GCF_030459815.1,ncbi
GCF_030453325.1,ncbi
GCF_030458175.1,ncbi
GCF_943913885.1,ncbi
GCF_943914795.1,ncbi
GCF_029984495.1,ncbi
GCF_943913715.1,ncbi
GCF_946222115.1,ncbi
GCF_943912285.1,ncbi
GCF_943913165.1,ncbi
GCF_002339505.1,ncbi
GCF_943912565.1,ncbi
GCF_001913955.1,ncbi
GCF_946221565.1,ncbi
GCF_943912465.1,ncbi
GCF_947254005.1,ncbi
GCF_947255095.1,ncbi
GCF_946221935.1,ncbi
GCF_936925515.1,ncbi
GCF_943913395.1,ncbi
GCF_946997285.1,ncbi
GCF_946222835.1,ncbi
GCF_900766345.1,ncbi
GCF_943914615.1,ncbi
GCF_947252565.1,ncbi
GCF_947254335.1,ncbi
GCF_946223155.1,ncbi
GCF_900538785.1,ncbi
GCF_936914865.1,ncbi
GCF_946998835.1,ncbi
GCF_947253245.1,ncbi
GCF_943914355.1,ncbi
GCF_946222305.1,ncbi
GCF_002390965.1,ncbi
GCF_943912425.1,ncbi
GCF_030461435.1,ncbi
GCF_001913985.1,ncbi
GCF_946223165.1,ncbi
GCF_947254505.1,ncbi
GCF_947253065.1,ncbi
GCF_946220795.1,ncbi
GCF_946221155.1,ncbi
GCF_946221105.1,ncbi
GCF_943914735.1,ncbi
GCF_946222985.1,ncbi
GCF_934621255.1,ncbi
GCF_947255215.1,ncbi
GCF_946221375.1,ncbi
GCF_943912665.1,ncbi
GCF_946222535.1,ncbi
GCF_946221455.1,ncbi
GCF_030537705.1,ncbi
GCF_900539985.1,ncbi
GCF_946222225.1,ncbi
GCF_943913805.1,ncbi
GCF_937919535.1,ncbi
GCF_946221835.1,ncbi
GCF_945649885.1,ncbi
GCF_943914675.1,ncbi
GCF_936941625.1,ncbi
GCF_943912715.1,ncbi
GCF_943914015.1,ncbi
GCF_002429805.1,ncbi
GCF_947253845.1,ncbi
GCF_937999985.1,ncbi
GCF_947254195.1,ncbi
GCF_902782855.1,ncbi
GCF_030453565.1,ncbi
GCF_937930035.1,ncbi
